"","country","region","year","income","Life_Expectancy","Population_size"
"32599","Austria","Europe","1977",23600,72,7640000
"32600","Azerbaijan","Asia","1977",8350,65.2,5860000
"32601","Bahamas","Americas","1977",15800,67.3,197000
"32602","Bahrain","Asia","1977",40800,68.9,303000
"32603","Bangladesh","Asia","1977",1050,52.8,74900000
"32604","Barbados","Americas","1977",11200,71.5,249000
"32605","Belarus","Europe","1977",6770,70.9,9440000
"32606","Belgium","Europe","1977",23500,72.6,9820000
"32607","Belize","Americas","1977",3370,68.7,137000
"32608","Benin","Africa","1977",1260,50.3,3430000
"32609","Bhutan","Asia","1977",1050,52,373000
"32610","Bolivia","Americas","1977",4530,54.5,5230000
"32611","Bosnia and Herzegovina","Europe","1977",3060,68.7,4060000
"32612","Botswana","Africa","1977",3310,60.4,892000
"32613","Brazil","Americas","1977",9520,64.6,113000000
"32614","Brunei","Asia","1977",120000,69.2,175000
"32615","Bulgaria","Europe","1977",9810,71.1,8800000
"32616","Burkina Faso","Africa","1977",714,46.8,6400000
"32617","Burundi","Africa","1977",936,45.6,3820000
"32618","Cambodia","Asia","1977",985,24.5,7190000
"32619","Cameroon","Africa","1977",2450,54.3,7890000
"32620","Canada","Americas","1977",25200,74.3,23700000
"32621","Cape Verde","Africa","1977",766,63.4,276000
"32622","Central African Republic","Africa","1977",1250,48.8,2110000
"32623","Chad","Africa","1977",1250,51,4250000
"32624","Chile","Americas","1977",6550,68.2,10800000
"32625","China","Asia","1977",909,63.6,952000000
"32626","Colombia","Americas","1977",5420,67.9,25900000
"32627","Comoros","Africa","1977",1530,53.5,276000
"32628","Congo, Dem. Rep.","Africa","1977",1790,52,24200000
"32629","Congo, Rep.","Africa","1977",3400,51.8,1690000
"32630","Costa Rica","Americas","1977",7680,73.1,2210000
"32631","Cote d'Ivoire","Africa","1977",4560,54.6,7250000
"32632","Croatia","Europe","1977",16500,69.8,4540000
"32633","Cuba","Americas","1977",12100,73.8,9630000
"32634","Cyprus","Asia","1977",11600,72.2,666000
"32635","Czech Republic","Europe","1977",18100,70.7,10200000
"32636","Denmark","Europe","1977",26100,74.4,5100000
"32637","Djibouti","Africa","1977",3830,61.2,277000
"32638","Dominica","Americas","1977",3770,71.4,73400
"32639","Dominican Republic","Americas","1977",4700,67.9,5410000
"32640","Ecuador","Americas","1977",7500,66.3,7370000
"32641","Egypt","Africa","1977",3690,56.2,41000000
"32642","El Salvador","Americas","1977",5740,63.1,4330000
"32643","Equatorial Guinea","Africa","1977",1280,47.3,247000
"32644","Eritrea","Africa","1977",983,47.7,2190000
"32645","Estonia","Europe","1977",12300,69.6,1440000
"32646","Ethiopia","Africa","1977",704,43.5,33600000
"32647","Fiji","Oceania","1977",5660,65.1,598000
"32648","Finland","Europe","1977",19400,72.4,4750000
"32649","France","Europe","1977",22300,73.9,53500000
"32650","Gabon","Africa","1977",20800,56.5,679000
"32651","Gambia","Africa","1977",1960,57.6,552000
"32652","Georgia","Asia","1977",7420,67.7,4930000
"32653","Germany","Europe","1977",25600,72.3,78700000
"32654","Ghana","Africa","1977",2090,57,10200000
"32655","Greece","Europe","1977",16500,75.4,9260000
"32656","Grenada","Americas","1977",4280,69.5,90200
"32657","Guatemala","Americas","1977",5850,58,6770000
"32658","Guinea","Africa","1977",1160,46.9,4400000
"32659","Guinea-Bissau","Africa","1977",1650,45.7,787000
"32660","Guyana","Americas","1977",3960,62.4,762000
"32661","Haiti","Americas","1977",2420,49,5340000
"32662","Honduras","Americas","1977",3460,61.5,3350000
"32663","Hungary","Europe","1977",16000,69.8,10600000
"32664","Iceland","Europe","1977",21900,76,222000
"32665","India","Asia","1977",1250,52.6,650000000
"32666","Indonesia","Asia","1977",2990,57.6,137000000
"32667","Iran","Asia","1977",17000,66.3,34800000
"32668","Iraq","Asia","1977",11800,63.6,12500000
"32669","Ireland","Europe","1977",14400,72.1,3290000
"32670","Israel","Asia","1977",14900,72.5,3510000
"32671","Italy","Europe","1977",20300,73.5,55800000
"32672","Jamaica","Americas","1977",6870,71.3,2080000
"32673","Japan","Asia","1977",18100,75.2,115000000
"32674","Jordan","Asia","1977",5410,65.6,2180000
"32675","Kazakhstan","Asia","1977",13600,65.3,14500000
"32676","Kenya","Africa","1977",2110,60.6,14500000
"32677","Kiribati","Oceania","1977",4950,57.9,56800
"32678","Kuwait","Asia","1977",86900,70,1160000
"32679","Kyrgyz Republic","Asia","1977",3560,62.7,3410000
"32680","Lao","Asia","1977",1460,46.6,3140000
"32681","Latvia","Europe","1977",9970,69.2,2490000
"32682","Lebanon","Asia","1977",7510,52.7,2610000
"32683","Lesotho","Africa","1977",1210,57.7,1210000
"32684","Liberia","Africa","1977",2110,50.6,1720000
"32685","Libya","Africa","1977",53600,69.7,2870000
"32686","Lithuania","Europe","1977",14800,70.9,3350000
"32687","Luxembourg","Europe","1977",33800,71.9,359000
"32688","Macedonia, FYR","Europe","1977",8780,69.2,1850000
"32689","Madagascar","Africa","1977",2180,53.9,8000000
"32690","Malawi","Africa","1977",865,47.4,5630000
"32691","Malaysia","Asia","1977",6220,67.5,12800000
"32692","Maldives","Asia","1977",1370,45.4,145000
"32693","Mali","Africa","1977",1180,42.9,6710000
"32694","Malta","Europe","1977",8840,71,326000
"32695","Marshall Islands","Oceania","1977",2320,63.4,27500
"32696","Mauritania","Africa","1977",2860,55.5,1410000
"32697","Mauritius","Africa","1977",4860,64,922000
"32698","Mexico","Americas","1977",10500,65.3,64300000
"32699","Micronesia, Fed. Sts.","Oceania","1977",2660,61.2,66100
"32700","Moldova","Europe","1977",6040,64.4,3910000
"32701","Mongolia","Asia","1977",2120,58.4,1560000
"32702","Montenegro","Europe","1977",14800,73.6,566000
"32703","Morocco","Africa","1977",3070,59.1,18600000
"32704","Mozambique","Africa","1977",438,49.8,10900000
"32705","Myanmar","Asia","1977",849,53.8,31100000
"32706","Namibia","Africa","1977",6340,59.3,949000
"32707","Nepal","Asia","1977",1000,51.3,13900000
"32708","Netherlands","Europe","1977",24200,75.2,13900000
"32709","New Zealand","Oceania","1977",20700,72.5,3120000
"32710","Nicaragua","Americas","1977",7100,66.1,2970000
"32711","Niger","Africa","1977",1110,43.1,5490000
"32712","Nigeria","Africa","1977",4430,53.5,67200000
"32713","North Korea","Asia","1977",1880,70.3,16800000
"32714","Norway","Europe","1977",30100,75.3,4040000
"32715","Oman","Asia","1977",22900,59.2,978000
"32716","Pakistan","Asia","1977",1950,59.3,70900000
"32717","Palestine","Asia","1977",1610,67.5,1400000
"32718","Panama","Americas","1977",7100,72.6,1840000
"32719","Papua New Guinea","Oceania","1977",1750,55.2,3040000
"32720","Paraguay","Americas","1977",4660,71.2,2940000
"32721","Peru","Americas","1977",7290,63.4,16100000
"32722","Philippines","Asia","1977",3950,64.2,43700000
"32723","Poland","Europe","1977",11900,70.6,34600000
"32724","Portugal","Europe","1977",13300,70.3,9480000
"32725","Qatar","Asia","1977",142000,69.9,182000
"32726","Romania","Europe","1977",13200,69.8,22100000
"32727","Russia","Europe","1977",18400,67.5,135000000
"32728","Rwanda","Africa","1977",759,48,4650000
"32729","Samoa","Oceania","1977",3490,66.5,153000
"32730","Sao Tome and Principe","Africa","1977",2710,62.6,87400
"32731","Saudi Arabia","Asia","1977",89600,69.8,8230000
"32732","Senegal","Africa","1977",2000,50.5,5190000
"32733","Serbia","Europe","1977",14300,71.4,8660000
"32734","Seychelles","Africa","1977",9460,68.8,62500
"32735","Sierra Leone","Africa","1977",1430,47.8,3130000
"32736","Singapore","Asia","1977",16600,71,2320000
"32737","Slovak Republic","Europe","1977",13400,70.6,4850000
"32738","Slovenia","Europe","1977",17700,69.8,1780000
"32739","Solomon Islands","Oceania","1977",1120,57.2,208000
"32740","Somalia","Africa","1977",1050,50.7,4830000
"32741","South Africa","Africa","1977",10500,59.1,27600000
"32742","South Korea","Asia","1977",4810,65.6,36500000
"32743","South Sudan","Africa","1977",2970,50.7,4330000
"32744","Spain","Europe","1977",17100,74.2,36800000
"32745","Sri Lanka","Asia","1977",2400,66.3,14300000
"32746","St. Lucia","Americas","1977",5270,67.8,113000
"32747","St. Vincent and the Grenadines","Americas","1977",3030,67.6,97600
"32748","Sudan","Africa","1977",2670,54.4,13000000
"32749","Suriname","Americas","1977",11800,65.3,361000
"32750","Swaziland","Africa","1977",5300,56.2,550000
"32751","Sweden","Europe","1977",24600,75.4,8250000
"32752","Switzerland","Europe","1977",39000,75.2,6340000
"32753","Syria","Asia","1977",4180,68,8060000
"32754","Tajikistan","Asia","1977",4870,59.5,3590000
"32755","Tanzania","Africa","1977",1580,55,17000000
"32756","Thailand","Asia","1977",3200,65.8,44400000
"32757","Timor-Leste","Asia","1977",811,45,636000
"32758","Togo","Africa","1977",1830,54.7,2520000
"32759","Tonga","Oceania","1977",1990,66.1,90300
"32760","Trinidad and Tobago","Americas","1977",13500,67.1,1040000
"32761","Tunisia","Africa","1977",4330,63.6,5920000
"32762","Turkey","Asia","1977",9360,62,41100000
"32763","Turkmenistan","Asia","1977",10600,59.7,2660000
"32764","Uganda","Africa","1977",974,51.6,11500000
"32765","Ukraine","Europe","1977",9240,69,49300000
"32766","United Arab Emirates","Asia","1977",163000,69.4,748000
"32767","United Kingdom","Europe","1977",19900,73,56300000
"32768","United States","Americas","1977",28000,73.2,223000000
"32769","Uruguay","Americas","1977",8610,69.1,2860000
"32770","Uzbekistan","Asia","1977",3620,65.8,14700000
"32771","Vanuatu","Oceania","1977",2000,59.5,106000
"32772","Venezuela","Americas","1977",19500,69,14100000
"32773","Vietnam","Asia","1977",1180,63.4,50900000
"32774","Yemen","Asia","1977",3170,50.7,7270000
"32775","Zambia","Africa","1977",3310,58,5320000
"32776","Zimbabwe","Africa","1977",2380,58.4,6500000
"32777","Afghanistan","Asia","1978",1190,45,13200000
"32778","Albania","Europe","1978",4350,71.7,2570000
"32779","Algeria","Africa","1978",9830,61.2,18200000
"32780","Andorra","Europe","1978",33500,78.3,33700
"32781","Angola","Africa","1978",4720,49.7,8380000
"32782","Antigua and Barbuda","Americas","1978",6440,69.3,73300
"32783","Argentina","Americas","1978",12700,68.8,27300000
"32784","Armenia","Asia","1978",3970,69.2,3000000
"32785","Australia","Oceania","1978",22700,73.9,14300000
"32786","Austria","Europe","1978",23500,72.1,7630000
"32787","Azerbaijan","Asia","1978",8460,65.4,5960000
"32788","Bahamas","Americas","1978",17700,67.6,202000
"32789","Bahrain","Asia","1978",36800,69.4,323000
"32790","Bangladesh","Asia","1978",1090,53.1,77000000
"32791","Barbados","Americas","1978",11700,71.9,250000
"32792","Belarus","Europe","1978",6960,70.8,9510000
"32793","Belgium","Europe","1978",24100,72.8,9840000
"32794","Belize","Americas","1978",3540,68.9,139000
"32795","Benin","Africa","1978",1270,50.7,3520000
"32796","Bhutan","Asia","1978",1090,52.4,385000
"32797","Bolivia","Americas","1978",4570,55,5350000
"32798","Bosnia and Herzegovina","Europe","1978",3160,68.9,4100000
"32799","Botswana","Africa","1978",3750,60.8,928000
"32800","Brazil","Americas","1978",9770,65.1,116000000
"32801","Brunei","Asia","1978",123000,69.2,181000
"32802","Bulgaria","Europe","1978",10000,71.2,8830000
"32803","Burkina Faso","Africa","1978",778,47.3,6530000
"32804","Burundi","Africa","1978",905,45.8,3910000
"32805","Cambodia","Asia","1978",1010,24.2,6960000
"32806","Cameroon","Africa","1978",2510,54.8,8120000
"32807","Canada","Americas","1978",25900,74.6,24000000
"32808","Cape Verde","Africa","1978",832,64.2,279000
"32809","Central African Republic","Africa","1978",1240,49,2160000
"32810","Chad","Africa","1978",1220,51.3,4340000
"32811","Chile","Americas","1978",6990,68.8,10900000
"32812","China","Asia","1978",1020,63.9,966000000
"32813","Colombia","Americas","1978",5810,68.1,26500000
"32814","Comoros","Africa","1978",1510,53.8,287000
"32815","Congo, Dem. Rep.","Africa","1978",1640,52.2,25000000
"32816","Congo, Rep.","Africa","1978",3510,52.1,1740000
"32817","Costa Rica","Americas","1978",7850,73.6,2270000
"32818","Cote d'Ivoire","Africa","1978",4830,55.2,7590000
"32819","Croatia","Europe","1978",17300,70,4560000
"32820","Cuba","Americas","1978",12700,73.9,9710000
"32821","Cyprus","Asia","1978",12500,72.6,673000
"32822","Czech Republic","Europe","1978",18200,70.8,10300000
"32823","Denmark","Europe","1978",26500,74.4,5110000
"32824","Djibouti","Africa","1978",3680,61.2,308000
"32825","Dominica","Americas","1978",4140,72.2,74200
"32826","Dominican Republic","Americas","1978",4700,68.4,5540000
"32827","Ecuador","Americas","1978",7790,66.8,7570000
"32828","Egypt","Africa","1978",3890,57.1,42000000
"32829","El Salvador","Americas","1978",5950,63.7,4420000
"32830","Equatorial Guinea","Africa","1978",1380,47.8,244000
"32831","Eritrea","Africa","1978",913,48,2250000
"32832","Estonia","Europe","1978",12600,69.4,1450000
"32833","Ethiopia","Africa","1978",654,43.6,34100000
"32834","Fiji","Oceania","1978",5670,65.1,609000
"32835","Finland","Europe","1978",19800,72.9,4760000
"32836","France","Europe","1978",23000,74.1,53700000
"32837","Gabon","Africa","1978",22800,56.9,695000
"32838","Gambia","Africa","1978",1800,58,568000
"32839","Georgia","Asia","1978",7930,68.2,4960000
"32840","Germany","Europe","1978",26300,72.5,78600000
"32841","Ghana","Africa","1978",2230,57.3,10400000
"32842","Greece","Europe","1978",17400,76.4,9390000
"32843","Grenada","Americas","1978",4690,70,89100
"32844","Guatemala","Americas","1978",6010,58.6,6930000
"32845","Guinea","Africa","1978",1170,47.3,4420000
"32846","Guinea-Bissau","Africa","1978",1830,46.1,788000
"32847","Guyana","Americas","1978",3860,60.2,770000
"32848","Haiti","Americas","1978",2520,49.4,5450000
"32849","Honduras","Americas","1978",3670,62.1,3460000
"32850","Hungary","Europe","1978",16300,69.6,10700000
"32851","Iceland","Europe","1978",23000,76.3,224000
"32852","India","Asia","1978",1290,53.3,666000000
"32853","Indonesia","Asia","1978",3070,58.1,141000000
"32854","Iran","Asia","1978",14600,64.9,36000000
"32855","Iraq","Asia","1978",13500,64.1,12900000
"32856","Ireland","Europe","1978",15300,72.2,3340000
"32857","Israel","Asia","1978",15300,72.9,3590000
"32858","Italy","Europe","1978",21100,73.7,56100000
"32859","Jamaica","Americas","1978",6830,71.6,2110000
"32860","Japan","Asia","1978",19000,75.6,116000000
"32861","Jordan","Asia","1978",6310,65.9,2230000
"32862","Kazakhstan","Asia","1978",13700,65.6,14600000
"32863","Kenya","Africa","1978",2220,61,15100000
"32864","Kiribati","Oceania","1978",4900,58.7,57700
"32865","Kuwait","Asia","1978",80100,70.6,1230000
"32866","Kyrgyz Republic","Asia","1978",3550,63.2,3480000
"32867","Lao","Asia","1978",1480,47,3170000
"32868","Latvia","Europe","1978",10200,69,2500000
"32869","Lebanon","Asia","1978",7700,52.8,2600000
"32870","Lesotho","Africa","1978",1410,58.1,1240000
"32871","Liberia","Africa","1978",2170,50.9,1770000
"32872","Libya","Africa","1978",54400,70.6,2980000
"32873","Lithuania","Europe","1978",15000,70.7,3380000
"32874","Luxembourg","Europe","1978",35100,72.2,361000
"32875","Macedonia, FYR","Europe","1978",9190,69.3,1880000
"32876","Madagascar","Africa","1978",2070,54.3,8230000
"32877","Malawi","Africa","1978",921,48,5810000
"32878","Malaysia","Asia","1978",6620,68.1,13100000
"32879","Maldives","Asia","1978",1530,42.5,149000
"32880","Mali","Africa","1978",1130,43.6,6830000
"32881","Malta","Europe","1978",9550,71,328000
"32882","Marshall Islands","Oceania","1978",2370,63.8,28400
"32883","Mauritania","Africa","1978",2800,55.8,1450000
"32884","Mauritius","Africa","1978",4960,64.7,938000
"32885","Mexico","Americas","1978",11200,66.2,66000000
"32886","Micronesia, Fed. Sts.","Oceania","1978",2730,61.4,68200
"32887","Moldova","Europe","1978",6140,64.6,3940000
"32888","Mongolia","Asia","1978",2170,58.6,1600000
"32889","Montenegro","Europe","1978",15500,73.7,570000
"32890","Morocco","Africa","1978",3100,59.7,19100000
"32891","Mozambique","Africa","1978",427,50,11200000
"32892","Myanmar","Asia","1978",878,54.3,31900000
"32893","Namibia","Africa","1978",6620,59.1,970000
"32894","Nepal","Asia","1978",1020,51.6,14200000
"32895","Netherlands","Europe","1978",24800,75.3,14000000
"32896","New Zealand","Oceania","1978",20800,72.8,3130000
"32897","Nicaragua","Americas","1978",6400,64.9,3070000
"32898","Niger","Africa","1978",1230,43.2,5650000
"32899","Nigeria","Africa","1978",4050,54,69300000
"32900","North Korea","Asia","1978",1810,70.5,17000000
"32901","Norway","Europe","1978",31100,75.5,4060000
"32902","Oman","Asia","1978",21400,60.5,1030000
"32903","Pakistan","Asia","1978",2060,59.7,73200000
"32904","Palestine","Asia","1978",1750,68,1430000
"32905","Panama","Americas","1978",7660,73,1880000
"32906","Papua New Guinea","Oceania","1978",1860,55.3,3130000
"32907","Paraguay","Americas","1978",5060,71.6,3010000
"32908","Peru","Americas","1978",7100,63.7,16500000
"32909","Philippines","Asia","1978",4040,64.4,44900000
"32910","Poland","Europe","1978",12200,70.6,34900000
"32911","Portugal","Europe","1978",13600,70.8,9610000
"32912","Qatar","Asia","1978",146000,70.3,192000
"32913","Romania","Europe","1978",13500,69.9,22300000
"32914","Russia","Europe","1978",18800,67.4,136000000
"32915","Rwanda","Africa","1978",806,48.4,4800000
